title,authors,author_corresponding,author_corresponding_institution,doi,date,version,type,license,category,jatsxml,abstract,funder,published,server,_source,_server,_query_hash,_query_label
Stable states in an unstable landscape: microbial resistance at the front line of climate change,"Cronin, D. R.; Holland-Moritz, H.; Smith, D.; Aroney, S. T. N.; Hodgkins, S.; Borton, M.; Li, Y.-F.; Zayed, A.; Healy, K.; IsoGenie Field & Analytic Teams 2010-2017,  ; EMERGE Institute Coordinators,  ; Tfaily, M. M.; Crill, P. M.; McCalley, C.; Wrighton, K.; Varner, R. K.; Tyson, G. W.; Woodcroft, B.; Bagby, S. C.; Ernakovich, J.; Rich, V. I.",Virginia I Rich,The Ohio State University,10.1101/2025.02.07.636677,2025-06-14,3,new results,cc_no,microbiology,https://www.biorxiv.org/content/early/2025/06/14/2025.02.07.636677.source.xml,"Microbiome responses to warming may amplify or ameliorate terrestrial carbon loss and thus are a critical unknown in predicting climate outcomes. Because the rapid thaw of permafrost peatlands makes a very large store of soil carbon available to microbial metabolism, understanding microbiome dynamics in these systems is particularly urgent. We quantified microbial warming response over seven years across three habitats in a thawing permafrost peatland, using large-scale multi-omics data. We integrated analyses of organisms (via taxonomy), functions (via metabolic pathways and proteins), and community organization (via network structure and ecological assembly) to deeply characterize response mechanisms. We consistently found a pattern of within-habitat microbiome stability, with virtually no signal of gradual change in the warming period studied. The resistance to change appeared bolstered by habitat-specific dispersal processes and community-level functional redundancy, particularly via versatile carbon generalists. Our findings also reveal key genome-inferred metabolic processes that underlie microbiome stability. Together, our results highlight the importance of understanding the limits of these stabilizing processes and suggest that future research should reorient towards critical habitat transitions.",NA,NA,bioRxiv,biorxiv,biorxiv,c5b69981a924bd09,biorxiv_2025-06-14_2025-07-13
A single amino acid variant in the variable region I of AAV capsid confers liver detargeting,"Xing, R.; Xu, M.; Reil, D.; Destefano, A.; Cui, M.; Liu, N.; Liang, J.; Xu, G.; Luo, L.; Xu, M.; Zhang, F.; Tai, P. W.; Wei, Y.; Gruntman, A. M.; Flotte, T. R.; Gao, G.; Wang, D.",Dan Wang,UMass Chan Medical School,10.1101/2025.03.04.641478,2025-06-14,2,new results,cc_by_nc_nd,molecular biology,https://www.biorxiv.org/content/early/2025/06/14/2025.03.04.641478.source.xml,"AAV capsid serotypes isolated from nature have been widely used in gene delivery and gene therapy. Recently, more than 1,000 distinct AAV capsids were identified from human clinical samples by high-throughput, long-read DNA sequencing. In this study, we tap into this broad natural biodiversity of AAV capsids to develop liver-tropic AAV capsids. We initially screened a subset of variants derived from AAV8 (n=159) for packaging efficiency. The high-yielding variants were subjected to a barcoded vector library screen in mice and ferrets for their ability to mediate liver gene transfer. Although no variant surpassed AAV8 for liver targeting, several exhibited a liver detargeting phenotype. Among these, we focused on the N271D variant (AAV8 VP1 numbering), located in the variable region I (VR-1), which has been previously implicated in influencing liver tropism. The liver detargeting phenotype of AAV8.N271D was confirmed by single vector administration in mice. Additionally, we grafted the N271D variant onto AAV9 and MyoAAV capsids (N270D by AAV9 VP1 numbering). The AAV9.N270D and MyoAAV.N270D vectors showed a similar liver-detargeting phenotype, although muscle targeting was moderately reduced. Although we did not identify any capsid variants that outperform AAV8 in liver transduction, this study reinforces the important role of VR-1 in modulating liver tropism and highlights the potential of engineering VR-1 residues to reduce liver gene transfer and associated toxicity observed in several gene therapy studies.","[{'name': 'National Institutes of Health', 'id': 'https://ror.org/01cwqze88', 'id-type': 'ROR', 'award': 'P01HL158506;'}]",10.1371/journal.ppat.1013533,bioRxiv,biorxiv,biorxiv,c5b69981a924bd09,biorxiv_2025-06-14_2025-07-13
A high-fidelity in vitro model of the human intestinal epithelium,"Fujii, S.; Espenschied, S. T.; Anand, V.; Bettencourt-Silva, J.; Han, Y.; Ito, G.; Koseki, A.; Kosugi, A.; Kozlowski, J.; Matsumoto, R.; Meng, S.; Mulligan, N.; Musich, R. J.; Newhall, K.; Ohshina, E.; Sekiguchi, S.; Wang, Y.; Hu, J.; Ciorba, M. A.; Sibley, L. D.; Okamoto, R.; Stappenbeck, T. S.",Thaddeus S Stappenbeck,"Learner Research Institute, Cleveland Clinic",10.1101/2024.01.01.573838,2025-06-14,2,new results,cc_no,cell biology,https://www.biorxiv.org/content/early/2025/06/14/2024.01.01.573838.source.xml,"Primary intestinal epithelial stem cell culture methods have significantly advanced understanding of mammalian intestinal development and disease. However, progress has been hampered by inconsistent methodological reporting and challenges comparing in vitro systems with in vivo observations. We previously established a unique method for long-term 2{-}dimensional (2D) cultivation of mouse lECs using an air-liquid interface (ALI) technique which appears to faithfully recapitulate homeostatic and regenerative features in vitro. Here, we further refined these methods and optimized protocols for long-term, self-organizing 2D cultivation of human lECs. During the culture, we observed that epithelial cells undergo a dynamic morphological transition from squamous to columnar shape. Using single cell transcriptomics, we identified both major lineages and minor populations, including enteroendocrine cells, tuft cells, and BEST4/CA7+ cells. Leveraging the power and scalability of a biomedical foundation model (BMFM) trained on single cell RNA sequencing data, we performed classification tasks to identify cell types across sample sources and to quantitatively benchmark our in vitro differentiated cells against cells collected from patient biopsies. We observed a striking degree of similarity between our in vitro differentiated cells and the corresponding cell types in vivo for multiple differentiated lineages. This novel approach using BMFM holds promise to expand our understanding of the regulatory mechanisms including gene-gene regulation underlying homeostasis and regeneration as well as the functions of rare and poorly understood lineages within the human intestinal epithelia. Moreover, these methods are generalizable to other organs and can be used to assess the correspondence of cells across experimental modalities.

SignificanceThis manuscript addresses challenges in quantitative comparisons of cell types grown in vitro vs their in vivo counterparts. Here we use the intestinal epithelium as a model system to address this challenge. We devised an in vitro culture platform that supports multipotent intestinal epithelial stem cells and their numerous differentiated progeny. This system gives rise to all known rare and abundant lineages in correct proportions. Novel use of biomedical foundation models pre-trained on publicly available data and then fine-tuned to data from this platform enabled demonstration of high concordance of multiple in vitro differentiated lineages with the corresponding cells in vivo.",NA,NA,bioRxiv,biorxiv,biorxiv,c5b69981a924bd09,biorxiv_2025-06-14_2025-07-13
Range geography and temperature variability explain cross-continental convergence in range and phenology shifts in a model insect taxon,"Sirois-Delisle, C.; Gordon, S. C. C.; Kerr, J.",Catherine Sirois-Delisle,University of Ottawa,10.1101/2024.07.22.604548,2025-06-14,2,new results,cc_no,ecology,https://www.biorxiv.org/content/early/2025/06/14/2024.07.22.604548.source.xml,"Climate change may introduce conditions beyond species tolerances; to survive, species must avoid these extremes. Phenological shifts are one strategy, as species move their activity or life history events in time to avoid extreme conditions. Species may also shift in space, moving their ranges poleward to escape extremes. However, whether species are more likely to exhibit one or both strategies, and whether this can be predicted based on a species functional traits, is unknown. Using a powerful macroecological dataset of European and North American odonate observations, we assessed range and phenology shifts between two time periods (1980-2002 and 2008-2018) to measure the strength and direction of the association between responses. Species with the greatest poleward range shifts also showed the largest phenological shifts toward earlier annual activity periods, with half of all species shifting in both space and time. This response was consistent across continents, despite highly divergent land use and biogeographical histories in these regions. Surprisingly, species range and phenology shifts were not related to functional traits; rather, southern species shifted their range limits more strongly, while increasing temperature variability hindered range shifts. By reducing risk through phenological shifts, the resulting larger populations may be more likely to disperse and expand species ranges. Species shifting in both space and time may be more resilient to extreme conditions, although further work integrating abundance data is needed. We also identified a small number of species (approximately 10%) that failed to shift at all; these species are likely to be particularly vulnerable to climate change, and should be prioritized for conservation intervention.","[{'name': 'Natural Sciences and Engineering Research Council', 'id': 'https://ror.org/01h531d29', 'id-type': 'ROR', 'award': ''}, {'name': 'University of Ottawa', 'id': 'https://ror.org/03c4mmv16', 'id-type': 'ROR', 'award': ''}]",10.7554/eLife.101208.4,bioRxiv,biorxiv,biorxiv,c5b69981a924bd09,biorxiv_2025-06-14_2025-07-13
Drought dynamics explain once in a century yellow fever virus outbreak in Brazil with implications for climate change,"Caldwell, J. M.; Grenfell, B.; Vecchi, G.; Rosser, J. I.",Jamie M Caldwell,Princeton University,10.1101/2025.02.25.640139,2025-06-14,2,new results,cc_by_nc_nd,ecology,https://www.biorxiv.org/content/early/2025/06/14/2025.02.25.640139.source.xml,"While excess rainfall is associated with mosquito-borne disease because it sup-ports mosquito breeding, drought may also counterintuitively increase disease transmission by altering mosquito and host behavior. This phenomenon is important to understand because climate change is projected to increase both extreme rainfall and drought. In this study, we investigated the extent to which seasonally-driven mosquito and primate behavior drove the first yellow fever virus (YFV) epidemic in an urban area in Brazil in nearly a century, coinciding with an equally rare drought, and to assess the role of interventions in ending the outbreak. We hypothesized that drought triggered the outbreak by driving the forest mosquitoes and non-human primates towards the city in search of water and that the mosquitoes were biting more frequently to avoid desiccation. A dynamical YFV model supports these hypotheses, showing that both behavioral changes were needed to explain the outbreak timing and incidence. Fur-ther, a combination of vector control, conservation measures, and vaccination contributed to ending the outbreak, with the strongest effects from vaccination. Together, these results suggest that drought, likely to become more frequent in this region in the coming decades, can significantly influence mosquito-borne disease transmission, and that sustained control will require multiple interventions.","[{'name': 'National Institutes of Health', 'id': 'https://ror.org/01cwqze88', 'id-type': 'ROR', 'award': 'K32AI168581;'}]",NA,bioRxiv,biorxiv,biorxiv,c5b69981a924bd09,biorxiv_2025-06-14_2025-07-13
The study of differential expressions of MCPH and Seckel syndrome genes and their paralogues,"Mohsin, M.; Riaz, S.; Imran, M.; Cox, J. J.; Khurshid, M.",Maryam Khurshid,"Islamia University, Bahawalpur, PK",10.1101/2025.05.21.655339,2025-06-14,2,new results,cc_by_nc_nd,genetics,https://www.biorxiv.org/content/early/2025/06/14/2025.05.21.655339.source.xml,"Seckel syndrome and MCPH are single-gene neurodevelopmental disorders, with or without dwarfism. These genes are parts of essential cellular pathways but are regulated differently in both forms of microcephaly. These genes have diverged from single ancestral genes in to related but different gene paralogues during evolution. It is suggested that the paralogues might be redundant in other body organs and might rescue any abnormality in cases of MCPH, but not in Seckel syndrome. This study uncovers the spatio-temporal dynamics of these genes together with their paralogues at the mRNA level where the different tissues of embryos might exhibit different transcript variants or different levels of the various transcript variants to find the complementation in case of the MCPH but divergence in case of the Seckel syndrome. Here, we studied Cdk5Rap2-Pde4dip, Phc1-Phc3 (for MCPH) and Cep63-Ccdc67 (for Seckel) in the embryonic mouse tissues using RT-PCR throughout the peak of neurogenesis from E12.5 to E18.5. We found already known and novel spatio-temporal differential expression suggesting different regulation at the mRNA level. The results of PCR were analyzed on the agarose gel and were quantified by assigning relative intensity percentage scores to each band and plotting the cumulative expression of each gene in to the graphs for spatio-temporal dynamics and plotted each gene separately for temporal dynamics. For MCPH, Cdk5Rap2-Pde4dip had similar profiles and seemed to be redundant whereas Phc1-Phc3 seem to have complementary roles in brain development. The expression profiles of Cep63-Ccdc67 were very different indicating of their divergent and essential roles in development.","[{'name': 'Higher Education Commission', 'id': 'https://ror.org/038y3sz68', 'id-type': 'ROR', 'award': 'NRPU grant no. 15544;'}]",NA,bioRxiv,biorxiv,biorxiv,c5b69981a924bd09,biorxiv_2025-06-14_2025-07-13
Advancing Biogeographical Ancestry Predictions Through Machine Learning,"Heinzel, C. S.; Purucker, L.; Hutter, F.; Pfaffelhuber, P.",Carola Sophia Heinzel,University of Freiburg,10.1101/2025.01.31.635898,2025-06-14,3,new results,cc_by,genetics,https://www.biorxiv.org/content/early/2025/06/14/2025.01.31.635898.source.xml,"Tools like Snipper or the Admixture Model count as state-of-the-art methods in forensic science for biogeographical ancestry. However, they have not been systematically compared to classifiers widely used in other disciplines. Noting that genetic data have a tabular form, this study addresses this gap by benchmarking forensic classifiers against TabPFN, a cutting-edge, general-purpose machine learning classifier for tabular data. The comparison evaluates performance using metrics such as accuracy--the proportion of correct classifications--and ROC AUC. We examine classification tasks for individuals at both the intracontinental and continental levels, based on a published dataset for training and testing. Our results reveal significant performance differences between methods, with TabPFN consistently achieving the best results for accuracy, ROC AUC and log loss. E.g., for accuracy, TabPFN improves SNIPPER from 84% to 93% on a continental scale using eight populations, and from 43% to 48% for inter-European classification with ten populations.","[{'name': 'Deutsche Forschungsgemeinschaft', 'id': 'https://ror.org/018mejw64', 'id-type': 'ROR', 'award': '499552394;417962828;'}, {'name': 'Hector Foundation', 'id': '', 'id-type': 'ROR', 'award': ''}]",10.1016/j.fsigen.2025.103290,bioRxiv,biorxiv,biorxiv,c5b69981a924bd09,biorxiv_2025-06-14_2025-07-13
Development and extensive sequencing of a broadly-consented Genome in a Bottle matched tumor-normal pair,"McDaniel, J. H.; Patel, V.; Olson, N. D.; He, H.-J.; He, Z.; Cole, K. D.; Gooden, A. A.; Schmitt, A.; Sikkink, K.; Sedlazeck, F.; Doddapaneni, H.; Jhangiani, S. N.; Muzny, D. M.; Gingras, M.-C.; Mehta, H.; Paulin, L. F.; Hastie, A. R.; Yu, H.-C.; Weigman, V.; Rojas, A.; Kennedy, K.; Remington, J.; Salas-Gonzalez, I.; Sudkamp, M.; Wiseman, K.; Lajoie, B. R.; Levy, S.; Jain, M.; Akeson, S.; Narzisi, G.; Steinsnyder, Z.; Reeves, C.; Shelton, J.; Kingan, S. B.; Lambert, C.; Bayabyan, P.; Wenger, A. M.; McLaughlin, I. J.; Adamson, A.; Kingsley, C.; Wescott, M.; Kim, Y.; Paten, B.; Park, J.; Violich",Jennifer H. McDaniel,"The National Institute of Standards and Technology (NIST), Material Measurement Laboratory",10.1101/2024.09.18.613544,2025-06-14,4,new results,cc0,genomics,https://www.biorxiv.org/content/early/2025/06/14/2024.09.18.613544.source.xml,"The Genome in a Bottle Consortium (GIAB), hosted by the National Institute of Standards and Technology (NIST), is developing new matched tumor-normal samples, the first to be explicitly consented for public dissemination of genomic data and cell lines. Here, we describe a comprehensive genomic dataset from the first individual, HG008, including DNA from an adherent, epithelial-like pancreatic ductal adenocarcinoma (PDAC) tumor cell line and matched normal cells from duodenal and pancreatic tissues. Data for the tumor-normal matched samples comes from seventeen distinct state-of-the-art whole genome measurement technologies, including high depth short and long-read bulk whole genome sequencing (WGS), single cell WGS, and Hi-C, and karyotyping. In future publications, these data will be used by the GIAB Consortium to develop matched tumor-normal benchmarks for somatic variant detection. We expect these data to facilitate innovation for whole genome measurement technologies, de novo assembly of tumor and normal genomes, and bioinformatic tools to identify small and structural somatic mutations. This first-of-its-kind broadly consented open-access resource will facilitate further understanding of sequencing methods used for cancer biology.",NA,10.1038/s41597-025-05438-2,bioRxiv,biorxiv,biorxiv,c5b69981a924bd09,biorxiv_2025-06-14_2025-07-13
MPAC: a computational framework for inferring pathway activities from multi-omic data,"Liu, P.; Page, D.; Ahlquist, P.; Ong, I. M.; Gitter, A.",Anthony Gitter,University of Wisconsin-Madison; Morgridge Institute for Research,10.1101/2024.06.15.599113,2025-06-14,3,new results,cc_by,bioinformatics,https://www.biorxiv.org/content/early/2025/06/14/2024.06.15.599113.source.xml,"Fully capturing cellular state requires examining genomic, epigenomic, transcriptomic, proteomic, and other assays for a biological sample and comprehensive computational modeling to reason with the complex and sometimes conflicting measurements. Modeling these so-called multi-omic data is especially beneficial in disease analysis, where observations across omic data types may reveal unexpected patient groupings and inform clinical outcomes and treatments. We present Multi-omic Pathway Analysis of Cells (MPAC), a computational framework that interprets multi-omic data through prior knowledge from biological pathways. MPAC leverages network relationships encoded in pathways through a factor graph to infer consensus activity levels for proteins and associated pathway entities from multi-omic data, runs permutation testing to eliminate spurious activity predictions, and groups biological samples by pathway activities to allow identifying and prioritizing proteins with potential clinical relevance, e.g., associated with patient prognosis. Using DNA copy number alteration and RNA-seq data from head and neck squamous cell carcinoma patients from The Cancer Genome Atlas as an example, we demonstrate that MPAC predicts a patient subgroup related to immune responses not identified by analysis with either input omic data type alone. Key proteins identified via this subgroup have pathway activities related to clinical outcome as well as immune cell compositions. Our MPAC R package, available at https://bioconductor.org/packages/MPAC, enables similar multi-omic analyses on new datasets.","[{'name': 'National Institutes of Health', 'id': 'https://ror.org/01cwqze88', 'id-type': 'ROR', 'award': 'P30 CA014520;UL1 TR002373;P50 DE026787;P50 CA278595;KL2 TR002374;P01 CA250972;'}]",10.1093/bioinformatics/btaf490,bioRxiv,biorxiv,biorxiv,c5b69981a924bd09,biorxiv_2025-06-14_2025-07-13
Boosting protein graph representations through static-dynamic fusion,"Guo, P.; Correia, B.; Vandergheynst, P.; Probst, D.",Daniel Probst,Wageningen University & Reserach,10.1101/2025.02.04.636233,2025-06-14,2,new results,cc_by,bioinformatics,https://www.biorxiv.org/content/early/2025/06/14/2025.02.04.636233.source.xml,"Machine learning for protein modeling faces significant challenges due to proteins inherently dynamic nature, yet most graph-based machine learning methods rely solely on static structural information. Recently, the growing availability of molecular dynamics trajectories provides new opportunities for understanding the dynamic behavior of proteins; however, computational methods for utilizing this dynamic information remain limited. We propose a novel graph representation that integrates both static structural information and dynamic correlations from molecular dynamics trajectories, enabling more comprehensive modeling of proteins. By applying relational graph neural networks (RGNNs) to process this heterogeneous representation, we demonstrate significant improvements over structure-based approaches across three distinct tasks: atomic adaptability prediction, binding site detection, and binding affinity prediction. Our results validate that combining static and dynamic information provides complementary signals for understanding proteinligand interactions, offering new possibilities for drug design and structural biology applications.",NA,NA,bioRxiv,biorxiv,biorxiv,c5b69981a924bd09,biorxiv_2025-06-14_2025-07-13
Atomistic Simulation of Voltage Activation of a Truncated BK Channel,"Jia, Z.; Chen, J.",Jianhan Chen,University of Massachusetts Amherst,10.1101/2025.01.08.631907,2025-06-14,3,new results,cc_by,biophysics,https://www.biorxiv.org/content/early/2025/06/14/2025.01.08.631907.source.xml,"Voltage-dependence gating of ion channels underlies numerous physiological and pathophysiological processes, and disruption of normal voltage gating is the cause of many channelopathies. Here, long timescale atomistic simulations were performed to directly probe voltage-induced gating transitions of the big potassium (BK) channels, where the voltage sensor domain (VSD) movement has been suggested to be distinct from that of canonical Kv channels but remains poorly understood. Using a Core-MT construct without the gating ring, multiple voltage activation transitions were observed at 750 mV, allowing detailed analysis of the activated state of BK VSD and key mechanistic features. Even though the S4 helix remains the principal voltage sensor in BK, its vertical displacement is only [~]3 [A] and accompanied by significant lateral movements. The nature of the predicted VSD movement is in strong agreement with recent Cryo-EM structural studies of mutant BK channels with constitutively activated VSD. Free energy analysis based on the predicted activation transition yielded a total gating charge of 0.44 e per VSD, consistent with the experimental range of 0.48 - 0.65 e. We further show that the ability of modest physical movements with a small total gating charge to drive effective voltage gating of BK can be attributed to large gradients in the local electric field as reshaped by the protein. Furthermore, the S4 movement is coupled to the pore opening through a non-canonical pathway that involves the tightly packed S4-S5-S6 interface. These distinct mechanistic features may be relevant to voltage gating of other ion channels where VSDs are not domain-swapped with respect to the pore-gate domain.

Significance StatementThe big potassium (BK) channel is the only potassium channel that integrates intracellular calcium signaling with membrane depolarization. It is considered one of the most important channels in cardiovascular and neurological disorders. It has been known that voltage gating of BK channels has distinct features compared to the canonical voltage gating mechanism established through studies of voltage-gated potassium (Kv) channels. Yet, little is known about the molecular nature of voltage sensing and pore activation of BK channels at present. Our work reports the first successful direct simulation of voltage-dependent activation of the big potassium (BK) channel, revealing novel voltage sensing and sensor-pore coupling mechanisms that have largely eluded the community until now.","[{'name': 'National Institutes of Health', 'id': 'https://ror.org/01cwqze88', 'id-type': 'ROR', 'award': 'R01 GM116961;'}]",10.7554/eLife.105895.4,bioRxiv,biorxiv,biorxiv,c5b69981a924bd09,biorxiv_2025-06-14_2025-07-13
Polyphosphate Discriminates Protein Conformational Ensembles More Efficiently than DNA Promoting Diverse Assembly and Maturation Behaviors,"Goyal, S.; Rajendran, D.; Mani, A. K.; Naganathan, A. N.",Athi N Naganathan,Indian Institute of Technology Madras,10.1101/2024.10.21.619443,2025-06-14,4,new results,cc_by_nc,biophysics,https://www.biorxiv.org/content/early/2025/06/14/2024.10.21.619443.source.xml,"Disordered proteins and domains often assemble into condensates with polyanionic nucleic acids, primarily via charge complementarity, regulating numerous cellular functions. However, the assembly mechanisms associated with the other abundant and ubiquitous, anionic, stress-response regulating polymer, polyphosphate (polyP), is less understood. Here, we employ the intrinsically disordered DNA binding domain (DBD) of cytidine repressor (CytR) from E.coli to study the nature of assembly processes with polyP and DNA. CytR forms metastable liquid-like condensates with polyP and DNA, while undergoing liquid-to-solid transition in the former and dissolving in the latter. On mutationally engineering the ensemble to exhibit more or less structure and dimensions than the WT, the assembly process with polyP is directed to either condensates with partial time-dependent dissolution or spontaneous aggregation, respectively. On the other hand, the CytR variants form only liquid-like but metastable droplets with DNA which dissolve within a few hours. Polyphosphate induces large secondary-structure changes, with two of the mutants adopting polyproline II-like structures within droplets, while DNA has only minimal structural effects. Our findings reveal how polyphosphate can more efficiently discern conformational heterogeneity in the starting protein ensemble, its structure, and compactness, with broad implications in assembly mechanisms involving polyP and stress response in bacterial systems.","[{'name': 'Department of Biotechnology', 'id': 'https://ror.org/03tjsyq23', 'id-type': 'ROR', 'award': 'BT/PR41973/BRB/10/1967/2021;'}, {'name': 'Department of Science and Technology', 'id': 'https://ror.org/0101xrq71', 'id-type': 'ROR', 'award': 'SR/FST/LS-II/2020/552(C);'}]",10.7554/eLife.105461,bioRxiv,biorxiv,biorxiv,c5b69981a924bd09,biorxiv_2025-06-14_2025-07-13
Deciphering the Molecular Mechanisms of BPTF Interactions with Nucleosomes via Molecular Simulations,"Hebert, R.; Wereszczynski, J.",Jeff Wereszczynski,Illinois Institute of Technology,10.1101/2025.02.25.640153,2025-06-14,2,new results,cc_by_nc,biophysics,https://www.biorxiv.org/content/early/2025/06/14/2025.02.25.640153.source.xml,"Many transcription factors regulate DNA accessibility and gene expression by recognizing post-translational modifications on histone tails within nucleosomes. These interactions are often studied in vitro using short peptide mimics of histone tails, which may overlook conformational changes that occur in the full nucleosomal context. Here, we employ molecular dynamics simulations to investigate the binding dynamics of the PHD finger and bromodomain of BPTF, both in solution and bound to either a histone H3 peptide or a full nucleosome. Our results show that BPTF adopts distinct conformational states depending on its binding context, with nucleosome engagement inducing compaction of the multidomain structure. PHD finger binding displaces the H3 tail from DNA, increasing H3 tail flexibility while promoting compensatory binding of the H4 tail to nucleosomal DNA. This redistribution of histone-DNA contacts weakens overall hydrogen bonding with DNA, suggesting localized destabilization of the nucleosome core. Despite electrostatic repulsion limiting direct reader-DNA contacts, strong Van der Waals interactions with the H3 tail stabilize binding. Our results provide atomistic insight into how BPTF engagement modulates nucleosome structure and may facilitate chromatin remodeling.","[{'name': 'National Institute of General Medical Sciences', 'id': 'https://ror.org/04q48ey07', 'id-type': 'ROR', 'award': 'R35GM119647;'}]",NA,bioRxiv,biorxiv,biorxiv,c5b69981a924bd09,biorxiv_2025-06-14_2025-07-13
Humanized Caffeine-Inducible Systems for Controlling Cellular Functions,"Scheller, L.; Elia, M.; Bonati, L.; Kang, C.; Gainza, P.; Garodia, Y.; Deshpande, P.; Schmidt, J.; Georgeon, S.; Tang, L.; Correia, B.",Leo Scheller,Leibniz Institute for Immunotherapy,10.1101/2025.06.13.659463,2025-06-14,2,new results,cc_by,synthetic biology,https://www.biorxiv.org/content/early/2025/06/14/2025.06.13.659463.source.xml,"Current cell therapies are limited by the lack of tools for controlling gene expression using humanized systems responsive to non-toxic stimuli. Starting from nanobodies that homodimerize in response to caffeine, we computationally designed inducible heterodimers and humanized the best-performing pairs. We used the resulting caffeine-inducible domains in engineered cytokine receptors for caffeine-inducible STAT3 signaling and in split transcription factors (caff-TFs) containing human-derived zinc-finger proteins. Heterodimerization of split transcription factors drastically enhanced their performance compared to homodimerization. We demonstrate that caff-TFs are compatible with lentiviral and retroviral delivery to Jurkat T-cells and enable inducible expression of therapeutic genes such as chimeric antigen receptors (CARs) in response to caffeine concentrations consistent with normal coffee consumption. By using the common, non-toxic molecule caffeine, and exclusively humanized protein components, these systems promise to be a safer alternative to existing systems and may be used in synthetic biology applications and for safer, more effective cell therapies.","[{'name': 'Swiss Cancer League', 'id': 'https://ror.org/01pd7my79', 'id-type': 'ROR', 'award': 'KFS-5032-02-2020;'}, {'name': 'Swiss National Science Foundation', 'id': 'https://ror.org/00yjd3n13', 'id-type': 'ROR', 'award': '310030_197724, TMGC-3_213750;'}, {'name': 'Strategic Focus Area “Personalized Health and Related Technologies', 'id': '', 'id-type': 'ROR', 'award': '#2021-446;'}, {'name': 'Anniversary Foundation of Swiss Life for Public Health', 'id': '', 'id-type': 'ROR', 'award': ''}]",NA,bioRxiv,biorxiv,biorxiv,c5b69981a924bd09,biorxiv_2025-06-14_2025-07-13
Neural signatures of automatic letter-speech sound integration in literate adults,"Xu, W.; Li, X.; Kolozsvari, O.; Sorsa, A.; Nokia, M.; Hamalainen, J.",Weiyong Xu,University of Jyvaskyla,10.1101/2025.06.09.658589,2025-06-14,2,new results,cc_by_nc_nd,neuroscience,https://www.biorxiv.org/content/early/2025/06/14/2025.06.09.658589.source.xml,"Automaticity in decoding print is crucial for fluent reading. This process relies on associative memories between letters and speech sounds (LSS) that are overlearned through years of reading practice. While previous neuroimaging studies have identified neural correlates of LSS integration across different stages of reading development, the specific neural signatures underlying automatic LSS integration remain unclear. In the present study, we aimed to isolate neural components specifically associated with automatic LSS integration in literate adults. To this end, we developed an artificial script training paradigm in which adult native Finnish speakers were taught to associate unfamiliar foreign letters with familiar Finnish speech sounds. Using magnetoencephalography (MEG), we directly compared the audiovisual processing of newly learned and overlearned LSS associations within the same task, one day after training. Event-related fields (ERFs) and multivariate decoding revealed largely shared neural circuits of audiovisual integration for both types of LSS associations, as evidenced by multisensory interaction and congruency effects. Interestingly, the processing of congruent overlearned audiovisual associations uniquely recruited brain activity in the left parietal cortex during the 235-475 ms time window. Furthermore, temporal generalization analysis of the congruency effects revealed that while both newly learned and overlearned audiovisual associations engaged common neural mechanisms, the newly learned associations were processed systematically more slowly by a few hundred milliseconds. Our study identified the spatiotemporal neural signatures underlying automatized LSS processing, offering insights into neural markers that may help identify levels of reading proficiency.","[{'name': 'Marie Curie Innovative Training Network', 'id': '', 'id-type': 'ROR', 'award': '641652;641858;'}, {'name': 'Academy of Finland', 'id': 'https://ror.org/05k73zm37', 'id-type': 'ROR', 'award': '348989;'}]",10.1162/IMAG.a.1021,bioRxiv,biorxiv,biorxiv,c5b69981a924bd09,biorxiv_2025-06-14_2025-07-13
Clover-like object vector representations support human spatial cognition,"Becu, M.; Krasovec, I. M.; Saldanha, P.; Whitlock, J.; Doeller, C. F.",Marcia Becu,Duke University,10.1101/2025.04.18.649400,2025-06-14,2,new results,cc_by_nc_nd,neuroscience,https://www.biorxiv.org/content/early/2025/06/14/2025.04.18.649400.source.xml,"Vector-based spatial coding has been demonstrated in rodents, yet its neural basis in humans and its contribution to navigation remain poorly understood. Using a novel spatial updating task, we show that egocentric directional signals peak when objects are located behind the navigator, while distance signals emerge only when objects are out of view, suggesting a mnemonic role for vision-independent spatial mapping. Allocentric signals form a clover-shaped, four-axis pattern aligned to visual features, with improved navigation accuracy along its axes. Parallel rodent recordings further show the clover pattern arises from averaged activity of allocentric vectorial neurons, suggesting conserved cross-species mechanisms. Together, our findings uncover vector-based representations in the human brain, potentially serving as a neural reference axis to anchor objects to internal maps and support navigation.","[{'name': 'Kristian Gerhard Jebsen Foundation', 'id': 'https://ror.org/021g6tq38', 'id-type': 'ROR', 'award': ''}, {'name': 'The Kavli Foundation', 'id': 'https://ror.org/00kztt736', 'id-type': 'ROR', 'award': ''}, {'name': 'Max Planck Society', 'id': 'https://ror.org/01hhn8329', 'id-type': 'ROR', 'award': ''}, {'name': 'European Research Council', 'id': 'https://ror.org/0472cxd90', 'id-type': 'ROR', 'award': '724836;'}, {'name': 'The Research Council of Norway', 'id': 'https://ror.org/00epmv149', 'id-type': 'ROR', 'award': '223262/F50;197467/F50;300709;332640;197467;'}, {'name': ""St Olav's University Hospital"", 'id': 'https://ror.org/01a4hbq44', 'id-type': 'ROR', 'award': ''}, {'name': 'Research and Innovation in Central Norway (Samarbeidsorganet)', 'id': '', 'id-type': 'ROR', 'award': ''}]",NA,bioRxiv,biorxiv,biorxiv,c5b69981a924bd09,biorxiv_2025-06-14_2025-07-13
