source,record_id,application_number,publication_number,patent_number,invention_title,filing_date,filing_year,publication_date,grant_date,first_applicant,applicant_names,assignee_names,cpc_symbols,application_type,source_url,query_year,ticker,parent_company,matched_terms_all,matched_alias_terms,matched_product_terms,matched_text_all,match_fields_all,match_kinds_all,mention_types_all,match_contexts_all,matched_term_count,matched_alias_term_count,matched_product_term_count,match_occurrence_count,max_confidence_score,needs_manual_review,review_reasons_all,best_match_term,best_match_field,best_match_kind
uspto,18709437,18709437,US20250052742A1,,NOVEL FORMULATION FOR DRYING OF POLYMER DYE CONJUGATED ANTIBODIES,2024-05-10,2024,2025-02-13,,"Beckman Coulter, Inc.","Beckman Coulter, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/18709437,2024,DHR,Danaher,Beckman Coulter; Coulter,Beckman Coulter; Coulter,,beckman coulter; coulter,applicant_names; first_applicant,company_alias,generic_mention,beckman coulter inc,2,2,0,4,0.95,True,context_required_term; single_token_term; low_confidence,Beckman Coulter,applicant_names,company_alias
uspto,18712580,18712580,US20250058298A1,,SEPARATION MATRIX AND METHODS FOR SEPARATING TARGET MOLECULES,2024-05-22,2024,2025-02-20,,Cytiva BioProcess R&D AB,Cytiva BioProcess R&D AB,,,Utility,https://patentcenter.uspto.gov/applications/18712580,2024,DHR,Danaher,Cytiva,Cytiva,,cytiva,applicant_names; first_applicant,company_alias,generic_mention,cytiva bioprocess r and d ab,1,1,0,2,0.94,True,single_token_term,Cytiva,applicant_names,company_alias
uspto,18714916,18714916,US20260153522A1,,METHOD TO DETERMINE IMPACT ON ANALYTES DUE TO CYTOLYSIS IN A SAMPLE,2024-05-30,2024,2026-06-04,,Radiometer Medical ApS,Radiometer Medical ApS,,,Utility,https://patentcenter.uspto.gov/applications/18714916,2024,DHR,Danaher,Radiometer,Radiometer,,radiometer,applicant_names; first_applicant,company_alias,generic_mention,radiometer medical aps,1,1,0,2,0.53,True,context_required_term; single_token_term; low_confidence,Radiometer,applicant_names,company_alias
uspto,18715063,18715063,US20250035655A1,,SAMPLE PREPARATION VALIDATION,2024-05-30,2024,2025-01-30,,"Beckman Coulter, Inc.","Beckman Coulter, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/18715063,2024,DHR,Danaher,Beckman Coulter; Coulter,Beckman Coulter; Coulter,,beckman coulter; coulter,applicant_names; first_applicant,company_alias,generic_mention,beckman coulter inc,2,2,0,4,0.95,True,context_required_term; single_token_term; low_confidence,Beckman Coulter,applicant_names,company_alias
uspto,18715747,18715747,US20250035908A1,,"MICROSCOPE CONTROL ARRANGEMENT, MICROSCOPE SYSTEM, METHOD OF CONTROLLING A MICROSCOPE AND COMPUTER PROGRAM",2024-06-03,2024,2025-01-30,,Leica Microsystems CMS GmbH,Leica Microsystems CMS GmbH,,,Utility,https://patentcenter.uspto.gov/applications/18715747,2024,DHR,Danaher,Leica Microsystems,Leica Microsystems,,leica microsystems,applicant_names; first_applicant,company_alias,methods_or_use,leica microsystems cms gmbh,1,1,0,2,0.97,False,,Leica Microsystems,applicant_names,company_alias
uspto,18715754,18715754,US20250035909A1,,"MICROSCOPE CONTROL ARRANGEMENT, MICROSCOPE SYSTEM, METHOD OF CONTROLLING A MICROSCOPE AND COMPUTER PROGRAM",2024-06-03,2024,2025-01-30,,Leica Microsystems CMS GmbH,Leica Microsystems CMS GmbH,,,Utility,https://patentcenter.uspto.gov/applications/18715754,2024,DHR,Danaher,Leica Microsystems,Leica Microsystems,,leica microsystems,applicant_names; first_applicant,company_alias,methods_or_use,leica microsystems cms gmbh,1,1,0,2,0.97,False,,Leica Microsystems,applicant_names,company_alias
uspto,18716069,18716069,US20250035657A1,,WINDOW DEFOGGER FOR SAMPLE PREPARATION SYSTEM,2024-06-03,2024,2025-01-30,,"Beckman Coulter, Inc.","Beckman Coulter, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/18716069,2024,DHR,Danaher,Beckman Coulter; Coulter,Beckman Coulter; Coulter,,beckman coulter; coulter,applicant_names; first_applicant,company_alias,generic_mention,beckman coulter inc,2,2,0,4,0.95,True,context_required_term; single_token_term; low_confidence,Beckman Coulter,applicant_names,company_alias
uspto,18719120,18719120,US20250066757A1,,A METHOD FOR SEPARATING SUPERCOILED PLASMID DNA,2024-06-12,2024,2025-02-27,,Cytiva BioProcess R&D AB,Cytiva BioProcess R&D AB,,,Utility,https://patentcenter.uspto.gov/applications/18719120,2024,DHR,Danaher,Cytiva,Cytiva,,cytiva,applicant_names; first_applicant,company_alias,generic_mention,cytiva bioprocess r and d ab,1,1,0,2,0.94,True,single_token_term,Cytiva,applicant_names,company_alias
uspto,18721342,18721342,US20250066809A1,,PRODUCTION OF GENE THERAPY VECTOR IN ENGINEERED BACTERIA,2024-06-18,2024,2025-02-27,,"ALDEVRON, LLC","ALDEVRON, LLC",,,Utility,https://patentcenter.uspto.gov/applications/18721342,2024,DHR,Danaher,Aldevron,Aldevron,,aldevron,applicant_names; first_applicant,company_alias,generic_mention,aldevron llc,1,1,0,2,0.9,True,single_token_term,Aldevron,applicant_names,company_alias
uspto,18721403,18721403,US20250065080A1,,DEVICES AND METHODS FOR HOLLOW TISSUE ELECTROTRANSFER,2024-06-18,2024,2025-02-27,,"Aldevron, LLC","Aldevron, LLC",,,Utility,https://patentcenter.uspto.gov/applications/18721403,2024,DHR,Danaher,Aldevron,Aldevron,,aldevron,applicant_names; first_applicant,company_alias,generic_mention,aldevron llc,1,1,0,2,0.9,True,single_token_term,Aldevron,applicant_names,company_alias
uspto,18722133,18722133,US20250131750A1,,BIOLOGICAL FLUID ANALYSER WITH LIGHT-SETTING-BASED CELL CLASSIFICATION,2024-06-20,2024,2025-04-24,,Radiometer Medical ApS,Radiometer Medical ApS,,,Utility,https://patentcenter.uspto.gov/applications/18722133,2024,DHR,Danaher,Radiometer,Radiometer,,radiometer,applicant_names; first_applicant,company_alias,generic_mention,radiometer medical aps,1,1,0,2,0.53,True,context_required_term; single_token_term; low_confidence,Radiometer,applicant_names,company_alias
uspto,18722185,18722185,US20250155697A1,,BIOLOGICAL FLUID ANALYSER WITH ADAPTIVE LIGHT SOURCE ASSEMBLY,2024-06-20,2024,2025-05-15,,Radiometer Medical ApS,Radiometer Medical ApS,,,Utility,https://patentcenter.uspto.gov/applications/18722185,2024,DHR,Danaher,Radiometer,Radiometer,,radiometer,applicant_names; first_applicant,company_alias,generic_mention,radiometer medical aps,1,1,0,2,0.53,True,context_required_term; single_token_term; low_confidence,Radiometer,applicant_names,company_alias
uspto,18722234,18722234,US20250067652A1,,BIOLOGICAL FLUID ANALYSER WITH ADAPTIVE APERTURE DEVICE,2024-06-20,2024,2025-02-27,,Radiometer Medical ApS,Radiometer Medical ApS,,,Utility,https://patentcenter.uspto.gov/applications/18722234,2024,DHR,Danaher,Radiometer,Radiometer,,radiometer,applicant_names; first_applicant,company_alias,generic_mention,radiometer medical aps,1,1,0,2,0.53,True,context_required_term; single_token_term; low_confidence,Radiometer,applicant_names,company_alias
uspto,18722806,18722806,US20250041912A1,,SLIDE CLEANING APPARATUS AND METHOD,2024-06-21,2024,2025-02-06,,Leica Biosystems Melbourne Pty Ltd,Leica Biosystems Melbourne Pty Ltd,,,Utility,https://patentcenter.uspto.gov/applications/18722806,2024,DHR,Danaher,Leica Biosystems,Leica Biosystems,,leica biosystems,applicant_names; first_applicant,company_alias,methods_or_use,leica biosystems melbourne pty ltd,1,1,0,2,0.94,False,,Leica Biosystems,applicant_names,company_alias
uspto,18723520,18723520,US20250067764A1,,DEVICE AND METHOD FOR ASPIRATING/DISPENSING OPERATION IN AUTOMATED ANALYZER,2024-06-24,2024,2025-02-27,,"BECKMAN COULTER, INC.","BECKMAN COULTER, INC.",,,Utility,https://patentcenter.uspto.gov/applications/18723520,2024,DHR,Danaher,Beckman Coulter; Coulter,Beckman Coulter; Coulter,,beckman coulter; coulter,applicant_names; first_applicant,company_alias,generic_mention,beckman coulter inc,2,2,0,4,0.95,True,context_required_term; single_token_term; low_confidence,Beckman Coulter,applicant_names,company_alias
uspto,18723584,18723584,US20250065343A1,,"SYSTEM, COMPUTING DEVICE, AND METHOD FOR BALANCING CENTRIFUGE",2024-06-24,2024,2025-02-27,,"Beckman Coulter, Inc.","Beckman Coulter, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/18723584,2024,DHR,Danaher,Beckman Coulter; Coulter,Beckman Coulter; Coulter,,beckman coulter; coulter,applicant_names; first_applicant,company_alias,generic_mention,beckman coulter inc,2,2,0,4,0.95,True,context_required_term; single_token_term; low_confidence,Beckman Coulter,applicant_names,company_alias
uspto,18723610,18723610,US20250050355A1,,METHOD FOR CONTROLLING A CENTRIFUGE AND CENTRIFUGE,2024-06-24,2024,2025-02-13,,"Beckman Coulter, Inc.","Beckman Coulter, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/18723610,2024,DHR,Danaher,Beckman Coulter; Coulter,Beckman Coulter; Coulter,,beckman coulter; coulter,applicant_names; first_applicant,company_alias,generic_mention,beckman coulter inc,2,2,0,4,0.95,True,context_required_term; single_token_term; low_confidence,Beckman Coulter,applicant_names,company_alias
uspto,18727942,18727942,US20250229510A1,,COMPOSITE STRUCTURE AND ITS PREPARATION METHOD AND USE,2024-07-10,2024,2025-07-17,,Leica Biosystems Nussloch GmbH,Leica Biosystems Nussloch GmbH,,,Utility,https://patentcenter.uspto.gov/applications/18727942,2024,DHR,Danaher,Leica Biosystems,Leica Biosystems,,leica biosystems,applicant_names; first_applicant,company_alias,methods_or_use,leica biosystems nussloch gmbh,1,1,0,2,0.94,False,,Leica Biosystems,applicant_names,company_alias
uspto,18727984,18727984,US20250189450A1,,MICROPLATE READER,2024-07-10,2024,2025-06-12,,"Molecular Devices, LLC","Molecular Devices, LLC",,,Utility,https://patentcenter.uspto.gov/applications/18727984,2024,DHR,Danaher,Molecular Devices,Molecular Devices,,molecular devices,applicant_names; first_applicant,company_alias,generic_mention,molecular devices llc,1,1,0,2,0.9,False,,Molecular Devices,applicant_names,company_alias
uspto,18730336,18730336,US20250172793A1,,SAMPLE CARRIER INTERFACE AND METHOD,2024-07-19,2024,2025-05-29,,Leica Microsystems CMS GmbH,Leica Microsystems CMS GmbH,,,Utility,https://patentcenter.uspto.gov/applications/18730336,2024,DHR,Danaher,Leica Microsystems,Leica Microsystems,,leica microsystems,applicant_names; first_applicant,company_alias,methods_or_use,leica microsystems cms gmbh,1,1,0,2,0.97,False,,Leica Microsystems,applicant_names,company_alias
uspto,18733881,18733881,US20240409982A1,,METHOD FOR ANALYSING A BIOLOGICAL SAMPLE,2024-06-05,2024,2024-12-12,,Leica Microsystems CMS GmbH,Leica Microsystems CMS GmbH,,,Utility,https://patentcenter.uspto.gov/applications/18733881,2024,DHR,Danaher,Leica Microsystems,Leica Microsystems,,leica microsystems,applicant_names; first_applicant,company_alias,methods_or_use,leica microsystems cms gmbh,1,1,0,2,0.97,False,,Leica Microsystems,applicant_names,company_alias
uspto,18737345,18737345,US20250003858A1,,METHOD FOR BACKGROUND DETECTION OF SAMPLE PIPELINE OF SAMPLE PROCESSOR AND SAMPLE PROCESSOR,2024-06-07,2024,2025-01-02,,"Beckman Coulter Biotechnology (Suzhou) Co., Ltd.","Beckman Coulter Biotechnology (Suzhou) Co., Ltd.",,,Utility,https://patentcenter.uspto.gov/applications/18737345,2024,DHR,Danaher,Beckman Coulter; Coulter,Beckman Coulter; Coulter,,beckman coulter; coulter,applicant_names; first_applicant,company_alias,generic_mention,beckman coulter biotechnology suzhou co ltd,2,2,0,4,0.95,True,context_required_term; single_token_term; low_confidence,Beckman Coulter,applicant_names,company_alias
uspto,18740301,18740301,US20240357232A1,12452532,FOCUS QUALITY DETERMINATION THROUGH MULTI-LAYER PROCESSING,2024-06-11,2024,2024-10-24,2025-10-21,"Beckman Coulter, Inc.","Beckman Coulter, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/18740301,2024,DHR,Danaher,Beckman Coulter; Coulter,Beckman Coulter; Coulter,,beckman coulter; coulter,applicant_names; first_applicant,company_alias,generic_mention,beckman coulter inc,2,2,0,4,0.95,True,context_required_term; single_token_term; low_confidence,Beckman Coulter,applicant_names,company_alias
uspto,18740845,18740845,US20250384548A1,,"METHOD, APPARATUS, SYSTEM, AND COMPUTER PROGRAM FOR PROCESSING AN IMAGE OF A SAMPLE",2024-06-12,2024,2025-12-18,,Leica Microsystems CMS GmbH,Leica Microsystems CMS GmbH,,,Utility,https://patentcenter.uspto.gov/applications/18740845,2024,DHR,Danaher,Leica Microsystems,Leica Microsystems,,leica microsystems,applicant_names; first_applicant,company_alias,methods_or_use,leica microsystems cms gmbh,1,1,0,2,0.97,False,,Leica Microsystems,applicant_names,company_alias
uspto,18748622,18748622,US20240402142A1,,Method and Apparatus for Packing a Chromatography Column Assembly,2024-06-20,2024,2024-12-05,,CYTIVA BIOPROCESS R&D AB,CYTIVA BIOPROCESS R&D AB,,,Utility,https://patentcenter.uspto.gov/applications/18748622,2024,DHR,Danaher,Cytiva,Cytiva,,cytiva,applicant_names; first_applicant,company_alias,generic_mention,cytiva bioprocess r and d ab,1,1,0,2,0.94,True,single_token_term,Cytiva,applicant_names,company_alias
uspto,18750704,18750704,US20240345122A1,,FLUID TRANSFER IN A BIOLOGICAL ANALYSIS SYSTEM,2024-06-21,2024,2024-10-17,,"Beckman Coulter, Inc.","Beckman Coulter, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/18750704,2024,DHR,Danaher,Beckman Coulter; Coulter,Beckman Coulter; Coulter,,beckman coulter; coulter,applicant_names; first_applicant,company_alias,generic_mention,beckman coulter inc,2,2,0,4,0.95,True,context_required_term; single_token_term; low_confidence,Beckman Coulter,applicant_names,company_alias
uspto,18750714,18750714,US20240342715A1,,BIOLOGICAL SAMPLE DRIVING SYSTEM AND METHOD,2024-06-21,2024,2024-10-17,,"Beckman Coulter, Inc.","Beckman Coulter, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/18750714,2024,DHR,Danaher,Beckman Coulter; Coulter,Beckman Coulter; Coulter,,beckman coulter; coulter,applicant_names; first_applicant,company_alias,generic_mention,beckman coulter inc,2,2,0,4,0.95,True,context_required_term; single_token_term; low_confidence,Beckman Coulter,applicant_names,company_alias
uspto,18754049,18754049,US20240343700A1,12428388,NONIONIC POLYETHER SURFACTANTS,2024-06-25,2024,2024-10-17,2025-09-30,Cepheid,Cepheid,,,Utility,https://patentcenter.uspto.gov/applications/18754049,2024,DHR,Danaher,Cepheid,Cepheid,,cepheid,applicant_names; first_applicant,company_alias,generic_mention,cepheid,1,1,0,2,0.93,True,single_token_term,Cepheid,applicant_names,company_alias
uspto,18758480,18758480,US20250005760A1,,SYSTEM AND METHOD OF DETECTING BUBBLES,2024-06-28,2024,2025-01-02,,"Beckman Coulter, Inc.","Beckman Coulter, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/18758480,2024,DHR,Danaher,Beckman Coulter; Coulter,Beckman Coulter; Coulter,,beckman coulter; coulter,applicant_names; first_applicant,company_alias,generic_mention,beckman coulter inc,2,2,0,4,0.95,True,context_required_term; single_token_term; low_confidence,Beckman Coulter,applicant_names,company_alias
uspto,18759505,18759505,US20250002233A1,,MULTI-CHAMBERED LID APPARATUS WITH REAGENT PORT,2024-06-28,2024,2025-01-02,,Cepheid,Cepheid,,,Utility,https://patentcenter.uspto.gov/applications/18759505,2024,DHR,Danaher,Cepheid,Cepheid,,cepheid,applicant_names; first_applicant,company_alias,generic_mention,cepheid,1,1,0,2,0.93,True,single_token_term,Cepheid,applicant_names,company_alias
uspto,18762684,18762684,US20250012813A1,,METHOD AND SYSTEM FOR ANALYSING A BIOLOGICAL SAMPLE,2024-07-03,2024,2025-01-09,,Leica Microsystems CMS GmbH,Leica Microsystems CMS GmbH,,,Utility,https://patentcenter.uspto.gov/applications/18762684,2024,DHR,Danaher,Leica Microsystems,Leica Microsystems,,leica microsystems,applicant_names; first_applicant,company_alias,methods_or_use,leica microsystems cms gmbh,1,1,0,2,0.97,False,,Leica Microsystems,applicant_names,company_alias
uspto,18765116,18765116,US20250044198A1,,APPARATUS WITH HETEROGENEOUS PROCESSING MODULES,2024-07-05,2024,2025-02-06,,Cepheid,Cepheid,,,Utility,https://patentcenter.uspto.gov/applications/18765116,2024,DHR,Danaher,Cepheid,Cepheid,,cepheid,applicant_names; first_applicant,company_alias,generic_mention,cepheid,1,1,0,2,0.93,True,single_token_term,Cepheid,applicant_names,company_alias
uspto,18768102,18768102,US20250022102A1,,DATA PROCESSING DEVICE AND METHOD FOR CORRECTING IMAGE SHADING,2024-07-10,2024,2025-01-16,,Leica Microsystems CMS GmbH,Leica Microsystems CMS GmbH,,,Utility,https://patentcenter.uspto.gov/applications/18768102,2024,DHR,Danaher,Leica Microsystems,Leica Microsystems,,leica microsystems,applicant_names; first_applicant,company_alias,methods_or_use,leica microsystems cms gmbh,1,1,0,2,0.97,False,,Leica Microsystems,applicant_names,company_alias
uspto,18769113,18769113,,,FILTER CAPSULE AND METHOD OF USE,2024-07-10,2024,,,Cytiva US LLC,Cytiva US LLC,,,Re-Issue,https://patentcenter.uspto.gov/applications/18769113,2024,DHR,Danaher,Cytiva,Cytiva,,cytiva,applicant_names; first_applicant,company_alias,generic_mention,cytiva us llc,1,1,0,2,0.94,True,single_token_term,Cytiva,applicant_names,company_alias
uspto,18770119,18770119,US20240371523A1,12437873,INFECTION DETECTION AND DIFFERENTIATION SYSTEMS AND METHODS,2024-07-11,2024,2024-11-07,2025-10-07,"Beckman Coulter, Inc.","Beckman Coulter, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/18770119,2024,DHR,Danaher,Beckman Coulter; Coulter,Beckman Coulter; Coulter,,beckman coulter; coulter,applicant_names; first_applicant,company_alias,generic_mention,beckman coulter inc,2,2,0,4,0.95,True,context_required_term; single_token_term; low_confidence,Beckman Coulter,applicant_names,company_alias
uspto,18770467,18770467,US20240361282A1,12379355,Chromatography Column and Method of Assembling the Same,2024-07-11,2024,2024-10-31,2025-08-05,Cytiva Sweden AB,Cytiva Sweden AB,,,Utility,https://patentcenter.uspto.gov/applications/18770467,2024,DHR,Danaher,Cytiva,Cytiva,,cytiva,applicant_names; first_applicant,company_alias,generic_mention,cytiva sweden ab,1,1,0,2,0.94,True,single_token_term,Cytiva,applicant_names,company_alias
uspto,18774962,18774962,US20250031462A1,,DETECTOR DEVICE,2024-07-17,2024,2025-01-23,,Leica Microsystems CMS GmbH,Leica Microsystems CMS GmbH,,,Utility,https://patentcenter.uspto.gov/applications/18774962,2024,DHR,Danaher,Leica Microsystems,Leica Microsystems,,leica microsystems,applicant_names; first_applicant,company_alias,methods_or_use,leica microsystems cms gmbh,1,1,0,2,0.97,False,,Leica Microsystems,applicant_names,company_alias
uspto,18775959,18775959,US20240369472A1,,Optical Flow Cell,2024-07-17,2024,2024-11-07,,Cytiva Sweden AB,Cytiva Sweden AB,,,Utility,https://patentcenter.uspto.gov/applications/18775959,2024,DHR,Danaher,Cytiva,Cytiva,,cytiva,applicant_names; first_applicant,company_alias,generic_mention,cytiva sweden ab,1,1,0,2,0.94,True,single_token_term,Cytiva,applicant_names,company_alias
uspto,18782059,18782059,US20250035904A1,,METHOD OF SETTING AN OPTICAL FOCUS AND MEDICAL DEVICE,2024-07-24,2024,2025-01-30,,Leica Microsystems CMS GmbH,Leica Microsystems CMS GmbH,,,Utility,https://patentcenter.uspto.gov/applications/18782059,2024,DHR,Danaher,Leica Microsystems,Leica Microsystems,,leica microsystems,applicant_names; first_applicant,company_alias,methods_or_use,leica microsystems cms gmbh,1,1,0,2,0.97,False,,Leica Microsystems,applicant_names,company_alias
uspto,18782178,18782178,US20250037485A1,,"IMAGE PROCESSING SYSTEM, MICROSCOPE, TRAINED MACHINE LEARNING ALGORITHM, AND CORRESPONDING METHODS TO PREDICT NUCLEAR LABELING",2024-07-24,2024,2025-01-30,,Leica Microsystems CMS GmbH,Leica Microsystems CMS GmbH,,,Utility,https://patentcenter.uspto.gov/applications/18782178,2024,DHR,Danaher,Leica Microsystems,Leica Microsystems,,leica microsystems,applicant_names; first_applicant,company_alias,methods_or_use,leica microsystems cms gmbh,1,1,0,2,0.97,False,,Leica Microsystems,applicant_names,company_alias
uspto,18782221,18782221,US20240377425A1,,AUTOMATED FLUID HANDLING SYSTEM,2024-07-24,2024,2024-11-14,,Cytiva Sweden AB,Cytiva Sweden AB,,,Utility,https://patentcenter.uspto.gov/applications/18782221,2024,DHR,Danaher,Cytiva,Cytiva,,cytiva,applicant_names; first_applicant,company_alias,generic_mention,cytiva sweden ab,1,1,0,2,0.94,True,single_token_term,Cytiva,applicant_names,company_alias
uspto,18785781,18785781,US20240420489A1,,MEASURE IMAGE QUALITY OF BLOOD CELL IMAGES,2024-07-26,2024,2024-12-19,,"Beckman Coulter, Inc.","Beckman Coulter, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/18785781,2024,DHR,Danaher,Beckman Coulter; Coulter,Beckman Coulter; Coulter,,beckman coulter; coulter,applicant_names; first_applicant,company_alias,generic_mention,beckman coulter inc,2,2,0,4,0.95,True,context_required_term; single_token_term; low_confidence,Beckman Coulter,applicant_names,company_alias
uspto,18793996,18793996,US20250045919A1,,"COMPUTER-BASED METHODS FOR ANALYZING A PLURALITY OF IMAGES, DIAGNOSTIC AND MEDICAL DEVICES, AND GUI",2024-08-05,2024,2025-02-06,,Leica Microsystems CMS GmbH,Leica Microsystems CMS GmbH,,,Utility,https://patentcenter.uspto.gov/applications/18793996,2024,DHR,Danaher,Leica Microsystems,Leica Microsystems,,leica microsystems,applicant_names; first_applicant,company_alias,methods_or_use,leica microsystems cms gmbh,1,1,0,2,0.97,False,,Leica Microsystems,applicant_names,company_alias
uspto,18796325,18796325,US20250052649A1,,METHOD AND SYSTEM FOR ANALYSING A BIOLOGICAL SAMPLE,2024-08-07,2024,2025-02-13,,Leica Microsystems CMS GmbH,Leica Microsystems CMS GmbH,,,Utility,https://patentcenter.uspto.gov/applications/18796325,2024,DHR,Danaher,Leica Microsystems,Leica Microsystems,,leica microsystems,applicant_names; first_applicant,company_alias,methods_or_use,leica microsystems cms gmbh,1,1,0,2,0.97,False,,Leica Microsystems,applicant_names,company_alias
uspto,18797806,18797806,US20240399378A1,,SYSTEM FOR MICROTOMY LABORATORY WITH SINGLE CONTROLLER,2024-08-08,2024,2024-12-05,,Leica Biosystems Nussloch GmbH,Leica Biosystems Nussloch GmbH,,,Utility,https://patentcenter.uspto.gov/applications/18797806,2024,DHR,Danaher,Leica Biosystems,Leica Biosystems,,leica biosystems,applicant_names; first_applicant,company_alias,methods_or_use,leica biosystems nussloch gmbh,1,1,0,2,0.94,False,,Leica Biosystems,applicant_names,company_alias
uspto,18797843,18797843,US20240402060A1,,SYSTEM FOR MICROTOMY LABORATORY WITH UNIVERSAL BASE,2024-08-08,2024,2024-12-05,,Leica Biosystems Nussloch GmbH,Leica Biosystems Nussloch GmbH,,,Utility,https://patentcenter.uspto.gov/applications/18797843,2024,DHR,Danaher,Leica Biosystems,Leica Biosystems,,leica biosystems,applicant_names; first_applicant,company_alias,methods_or_use,leica biosystems nussloch gmbh,1,1,0,2,0.94,False,,Leica Biosystems,applicant_names,company_alias
uspto,18798867,18798867,US20250384563A1,,"Method, an apparatus to generate a 3-dimensional segmentation of cells and a cor-responding program",2024-08-09,2024,2025-12-18,,Leica Microsystems CMS GmbH,Leica Microsystems CMS GmbH,,,Utility,https://patentcenter.uspto.gov/applications/18798867,2024,DHR,Danaher,Leica Microsystems,Leica Microsystems,,leica microsystems,applicant_names; first_applicant,company_alias,methods_or_use,leica microsystems cms gmbh,1,1,0,2,0.97,False,,Leica Microsystems,applicant_names,company_alias
uspto,18808689,18808689,US20250051577A1,,SULFORHODAMINE PHOSPHORAMIDITE DYES,2024-08-19,2024,2025-02-13,,CEPHEID,CEPHEID,,,Utility,https://patentcenter.uspto.gov/applications/18808689,2024,DHR,Danaher,Cepheid,Cepheid,,cepheid,applicant_names; first_applicant,company_alias,generic_mention,cepheid,1,1,0,2,0.93,True,single_token_term,Cepheid,applicant_names,company_alias
uspto,18814399,18814399,US20240412398A1,,SUBSTANCE PREPARATION EVALUATION SYSTEM,2024-08-23,2024,2024-12-12,,"Beckman Coulter, Inc.","Beckman Coulter, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/18814399,2024,DHR,Danaher,Beckman Coulter; Coulter,Beckman Coulter; Coulter,,beckman coulter; coulter,applicant_names; first_applicant,company_alias,generic_mention,beckman coulter inc,2,2,0,4,0.95,True,context_required_term; single_token_term; low_confidence,Beckman Coulter,applicant_names,company_alias
uspto,18815766,18815766,US20250197850A1,,EXPONENTIAL BASE-3 AND GREATER NUCLEIC ACID AMPLIFICATION WITH REDUCED AMPLIFICATION TIME,2024-08-26,2024,2025-06-19,,Cepheid,Cepheid,,,Utility,https://patentcenter.uspto.gov/applications/18815766,2024,DHR,Danaher,Cepheid,Cepheid,,cepheid,applicant_names; first_applicant,company_alias,generic_mention,cepheid,1,1,0,2,0.93,True,single_token_term,Cepheid,applicant_names,company_alias
uspto,18816789,18816789,US20250137037A1,,METHODS FOR VARIANT DETECTION,2024-08-27,2024,2025-05-01,,"Integrated DNA Technologies, Inc.","Integrated DNA Technologies, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/18816789,2024,DHR,Danaher,Integrated DNA Technologies,Integrated DNA Technologies,,integrated dna technologies,applicant_names; first_applicant,company_alias,generic_mention,integrated dna technologies inc,1,1,0,2,0.93,False,,Integrated DNA Technologies,applicant_names,company_alias
uspto,18817182,18817182,US20240418737A1,,"APPARATUS, METHOD AND SYSTEM FOR ASSIGNING PROCESSING STEPS TO A LABORATORY AUTOMATON SYSTEM",2024-08-27,2024,2024-12-19,,"Beckman Coulter, Inc.","Beckman Coulter, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/18817182,2024,DHR,Danaher,Beckman Coulter; Coulter,Beckman Coulter; Coulter,,beckman coulter; coulter,applicant_names; first_applicant,company_alias,generic_mention,beckman coulter inc,2,2,0,4,0.95,True,context_required_term; single_token_term; low_confidence,Beckman Coulter,applicant_names,company_alias
uspto,18818011,18818011,US20240420328A1,,SYSTEMS AND METHODS FOR CLASSIFICATION OF HISTOPATHOLOGY IMAGES,2024-08-28,2024,2024-12-19,,"LEICA BIOSYSTEMS IMAGING, INC.","LEICA BIOSYSTEMS IMAGING, INC.",,,Utility,https://patentcenter.uspto.gov/applications/18818011,2024,DHR,Danaher,Leica Biosystems,Leica Biosystems,,leica biosystems,applicant_names; first_applicant,company_alias,methods_or_use,leica biosystems imaging inc,1,1,0,2,0.94,False,,Leica Biosystems,applicant_names,company_alias
uspto,18818327,18818327,US20250073701A1,,INTEGRATED VALVE BODY AND SYRINGE TUBE COMPONENT FOR ASSAY CARTRIDGES,2024-08-28,2024,2025-03-06,,Cepheid,Cepheid,,,Utility,https://patentcenter.uspto.gov/applications/18818327,2024,DHR,Danaher,Cepheid,Cepheid,,cepheid,applicant_names; first_applicant,company_alias,generic_mention,cepheid,1,1,0,2,0.93,True,single_token_term,Cepheid,applicant_names,company_alias
uspto,18820303,18820303,US20250102507A1,,IMMUNOFLUORESCENCE AND FLUORESCENT-BASED NUCLEIC ACID ANALYSIS ON A SINGLE SAMPLE,2024-08-30,2024,2025-03-27,,Leica Microsystems CMS GmbH,Leica Microsystems CMS GmbH,,,Utility,https://patentcenter.uspto.gov/applications/18820303,2024,DHR,Danaher,Leica Microsystems,Leica Microsystems,,leica microsystems,applicant_names; first_applicant,company_alias,methods_or_use,leica microsystems cms gmbh,1,1,0,2,0.97,False,,Leica Microsystems,applicant_names,company_alias
